SolutionNum,Move1,Move2,Move3,Move4,Move5,Move6,Move7,Move8,Move9,Move10,Move11,Move12,Move13
22515,"(6, 1)","(4, 6)","(14, 5)","(10, 3)","(12, 14)","(15, 13)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(1, 4)","(3, 8)","(4, 13)"
22516,"(6, 1)","(4, 6)","(14, 5)","(10, 3)","(12, 14)","(15, 13)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(1, 4)","(4, 6)","(3, 10)"
22517,"(6, 1)","(4, 6)","(14, 5)","(10, 3)","(12, 14)","(15, 13)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(1, 4)","(4, 6)","(6, 1)"
22518,"(6, 1)","(4, 6)","(14, 5)","(10, 3)","(12, 14)","(15, 13)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(1, 6)","(2, 9)","(6, 13)"
22519,"(6, 1)","(4, 6)","(14, 5)","(10, 3)","(12, 14)","(15, 13)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(1, 6)","(6, 4)","(2, 7)"
22520,"(6, 1)","(4, 6)","(14, 5)","(10, 3)","(12, 14)","(15, 13)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(1, 6)","(6, 4)","(4, 1)"
22521,"(6, 1)","(4, 6)","(14, 5)","(10, 3)","(12, 14)","(15, 13)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(2, 9)","(1, 6)","(6, 13)"
22522,"(6, 1)","(4, 6)","(14, 5)","(10, 3)","(12, 14)","(15, 13)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(3, 8)","(1, 4)","(4, 13)"
22523,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(1, 6)","(6, 4)","(7, 2)","(12, 14)","(15, 13)","(13, 4)","(2, 7)"
22524,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(1, 6)","(6, 4)","(7, 2)","(12, 14)","(15, 13)","(13, 4)","(4, 1)"
22525,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(1, 6)","(6, 4)","(12, 14)","(7, 2)","(15, 13)","(13, 4)","(2, 7)"
22526,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(1, 6)","(6, 4)","(12, 14)","(7, 2)","(15, 13)","(13, 4)","(4, 1)"
22527,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(1, 6)","(6, 4)","(12, 14)","(15, 13)","(7, 2)","(13, 4)","(2, 7)"
22528,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(1, 6)","(6, 4)","(12, 14)","(15, 13)","(7, 2)","(13, 4)","(4, 1)"
22529,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(1, 6)","(12, 14)","(6, 4)","(7, 2)","(15, 13)","(13, 4)","(2, 7)"
22530,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(1, 6)","(12, 14)","(6, 4)","(7, 2)","(15, 13)","(13, 4)","(4, 1)"
22531,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(1, 6)","(12, 14)","(6, 4)","(15, 13)","(7, 2)","(13, 4)","(2, 7)"
22532,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(1, 6)","(12, 14)","(6, 4)","(15, 13)","(7, 2)","(13, 4)","(4, 1)"
22533,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(1, 6)","(12, 14)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(2, 7)"
22534,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(1, 6)","(12, 14)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(4, 1)"
22535,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(1, 6)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(2, 9)","(6, 13)"
22536,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(1, 6)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(2, 7)"
22537,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(1, 6)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(4, 1)"
22538,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(1, 6)","(13, 4)","(7, 2)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
22539,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(1, 6)","(6, 4)","(7, 2)","(15, 13)","(13, 4)","(2, 7)"
22540,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(1, 6)","(6, 4)","(7, 2)","(15, 13)","(13, 4)","(4, 1)"
22541,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(1, 6)","(6, 4)","(15, 13)","(7, 2)","(13, 4)","(2, 7)"
22542,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(1, 6)","(6, 4)","(15, 13)","(7, 2)","(13, 4)","(4, 1)"
22543,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(1, 6)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(2, 7)"
22544,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(1, 6)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(4, 1)"
22545,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(1, 6)","(15, 13)","(13, 4)","(7, 2)","(2, 9)","(6, 13)"
22546,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(1, 6)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(2, 7)"
22547,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(1, 6)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(4, 1)"
22548,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(15, 13)","(1, 6)","(6, 4)","(7, 2)","(13, 4)","(2, 7)"
22549,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(15, 13)","(1, 6)","(6, 4)","(7, 2)","(13, 4)","(4, 1)"
22550,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(15, 13)","(1, 6)","(13, 4)","(7, 2)","(2, 9)","(6, 13)"
22551,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(15, 13)","(1, 6)","(13, 4)","(7, 2)","(6, 4)","(2, 7)"
22552,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(15, 13)","(1, 6)","(13, 4)","(7, 2)","(6, 4)","(4, 1)"
22553,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(15, 13)","(13, 4)","(1, 6)","(7, 2)","(2, 9)","(6, 13)"
22554,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(15, 13)","(13, 4)","(1, 6)","(7, 2)","(6, 4)","(2, 7)"
22555,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(15, 13)","(13, 4)","(1, 6)","(7, 2)","(6, 4)","(4, 1)"
22556,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(15, 13)","(13, 4)","(3, 8)","(7, 2)","(1, 4)","(4, 13)"
22557,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(1, 4)","(3, 8)","(4, 13)"
22558,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(1, 4)","(4, 6)","(3, 10)"
22559,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(1, 4)","(4, 6)","(6, 1)"
22560,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(1, 6)","(2, 9)","(6, 13)"
22561,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(1, 6)","(6, 4)","(2, 7)"
22562,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(1, 6)","(6, 4)","(4, 1)"
22563,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(2, 9)","(1, 6)","(6, 13)"
22564,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(3, 8)","(1, 4)","(4, 13)"
22565,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(13, 4)","(1, 6)","(7, 2)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
22566,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(13, 4)","(3, 8)","(7, 2)","(1, 4)","(4, 13)","(12, 14)","(15, 13)"
22567,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(13, 4)","(7, 2)","(1, 4)","(3, 8)","(4, 13)","(12, 14)","(15, 13)"
22568,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(13, 4)","(7, 2)","(1, 6)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
22569,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(13, 4)","(7, 2)","(2, 9)","(1, 6)","(6, 13)","(12, 14)","(15, 13)"
22570,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(10, 3)","(13, 4)","(7, 2)","(3, 8)","(1, 4)","(4, 13)","(12, 14)","(15, 13)"
22571,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(1, 6)","(6, 4)","(7, 2)","(15, 13)","(13, 4)","(2, 7)"
22572,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(1, 6)","(6, 4)","(7, 2)","(15, 13)","(13, 4)","(4, 1)"
22573,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(1, 6)","(6, 4)","(15, 13)","(7, 2)","(13, 4)","(2, 7)"
22574,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(1, 6)","(6, 4)","(15, 13)","(7, 2)","(13, 4)","(4, 1)"
22575,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(1, 6)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(2, 7)"
22576,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(1, 6)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(4, 1)"
22577,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(1, 6)","(15, 13)","(13, 4)","(7, 2)","(2, 9)","(6, 13)"
22578,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(1, 6)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(2, 7)"
22579,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(1, 6)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(4, 1)"
22580,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(15, 13)","(1, 6)","(6, 4)","(7, 2)","(13, 4)","(2, 7)"
22581,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(15, 13)","(1, 6)","(6, 4)","(7, 2)","(13, 4)","(4, 1)"
22582,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(15, 13)","(1, 6)","(13, 4)","(7, 2)","(2, 9)","(6, 13)"
22583,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(15, 13)","(1, 6)","(13, 4)","(7, 2)","(6, 4)","(2, 7)"
22584,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(15, 13)","(1, 6)","(13, 4)","(7, 2)","(6, 4)","(4, 1)"
22585,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(15, 13)","(13, 4)","(1, 6)","(7, 2)","(2, 9)","(6, 13)"
22586,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(15, 13)","(13, 4)","(1, 6)","(7, 2)","(6, 4)","(2, 7)"
22587,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(15, 13)","(13, 4)","(1, 6)","(7, 2)","(6, 4)","(4, 1)"
22588,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(15, 13)","(13, 4)","(3, 8)","(7, 2)","(1, 4)","(4, 13)"
22589,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(15, 13)","(13, 4)","(7, 2)","(1, 4)","(3, 8)","(4, 13)"
22590,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(15, 13)","(13, 4)","(7, 2)","(1, 4)","(4, 6)","(3, 10)"
22591,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(15, 13)","(13, 4)","(7, 2)","(1, 4)","(4, 6)","(6, 1)"
22592,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(15, 13)","(13, 4)","(7, 2)","(1, 6)","(2, 9)","(6, 13)"
22593,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(15, 13)","(13, 4)","(7, 2)","(1, 6)","(6, 4)","(2, 7)"
22594,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(15, 13)","(13, 4)","(7, 2)","(1, 6)","(6, 4)","(4, 1)"
22595,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(15, 13)","(13, 4)","(7, 2)","(2, 9)","(1, 6)","(6, 13)"
22596,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(10, 3)","(15, 13)","(13, 4)","(7, 2)","(3, 8)","(1, 4)","(4, 13)"
22597,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(10, 3)","(1, 6)","(6, 4)","(7, 2)","(13, 4)","(2, 7)"
22598,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(10, 3)","(1, 6)","(6, 4)","(7, 2)","(13, 4)","(4, 1)"
22599,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(10, 3)","(1, 6)","(13, 4)","(7, 2)","(2, 9)","(6, 13)"
22600,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(10, 3)","(1, 6)","(13, 4)","(7, 2)","(6, 4)","(2, 7)"
22601,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(10, 3)","(1, 6)","(13, 4)","(7, 2)","(6, 4)","(4, 1)"
22602,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(10, 3)","(13, 4)","(1, 6)","(7, 2)","(2, 9)","(6, 13)"
22603,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(10, 3)","(13, 4)","(1, 6)","(7, 2)","(6, 4)","(2, 7)"
22604,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(10, 3)","(13, 4)","(1, 6)","(7, 2)","(6, 4)","(4, 1)"
22605,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(10, 3)","(13, 4)","(3, 8)","(7, 2)","(1, 4)","(4, 13)"
22606,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(10, 3)","(13, 4)","(7, 2)","(1, 4)","(3, 8)","(4, 13)"
22607,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(10, 3)","(13, 4)","(7, 2)","(1, 4)","(4, 6)","(3, 10)"
22608,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(10, 3)","(13, 4)","(7, 2)","(1, 4)","(4, 6)","(6, 1)"
22609,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(10, 3)","(13, 4)","(7, 2)","(1, 6)","(2, 9)","(6, 13)"
22610,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(10, 3)","(13, 4)","(7, 2)","(1, 6)","(6, 4)","(2, 7)"
22611,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(10, 3)","(13, 4)","(7, 2)","(1, 6)","(6, 4)","(4, 1)"
22612,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(10, 3)","(13, 4)","(7, 2)","(2, 9)","(1, 6)","(6, 13)"
22613,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(10, 3)","(13, 4)","(7, 2)","(3, 8)","(1, 4)","(4, 13)"
22614,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(1, 4)","(10, 3)","(3, 8)","(4, 13)"
22615,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(1, 4)","(10, 3)","(4, 6)","(3, 10)"
22616,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(1, 4)","(10, 3)","(4, 6)","(6, 1)"
22617,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(2, 9)","(10, 3)","(1, 6)","(6, 13)"
22618,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(10, 3)","(1, 4)","(3, 8)","(4, 13)"
22619,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(10, 3)","(1, 4)","(4, 6)","(3, 10)"
22620,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(10, 3)","(1, 4)","(4, 6)","(6, 1)"
22621,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(10, 3)","(1, 6)","(2, 9)","(6, 13)"
22622,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(10, 3)","(1, 6)","(6, 4)","(2, 7)"
22623,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(10, 3)","(1, 6)","(6, 4)","(4, 1)"
22624,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(10, 3)","(2, 9)","(1, 6)","(6, 13)"
22625,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(10, 3)","(3, 8)","(1, 4)","(4, 13)"
22626,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(10, 3)","(1, 6)","(7, 2)","(2, 9)","(6, 13)"
22627,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(10, 3)","(1, 6)","(7, 2)","(6, 4)","(2, 7)"
22628,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(10, 3)","(1, 6)","(7, 2)","(6, 4)","(4, 1)"
22629,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(10, 3)","(3, 8)","(7, 2)","(1, 4)","(4, 13)"
22630,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(10, 3)","(7, 2)","(1, 4)","(3, 8)","(4, 13)"
22631,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(10, 3)","(7, 2)","(1, 4)","(4, 6)","(3, 10)"
22632,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(10, 3)","(7, 2)","(1, 4)","(4, 6)","(6, 1)"
22633,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(10, 3)","(7, 2)","(1, 6)","(2, 9)","(6, 13)"
22634,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(10, 3)","(7, 2)","(1, 6)","(6, 4)","(2, 7)"
22635,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(10, 3)","(7, 2)","(1, 6)","(6, 4)","(4, 1)"
22636,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(10, 3)","(7, 2)","(2, 9)","(1, 6)","(6, 13)"
22637,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(10, 3)","(7, 2)","(3, 8)","(1, 4)","(4, 13)"
22638,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(1, 4)","(10, 3)","(3, 8)","(4, 13)","(12, 14)","(15, 13)"
22639,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(2, 9)","(10, 3)","(1, 6)","(6, 13)","(12, 14)","(15, 13)"
22640,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(10, 3)","(1, 4)","(3, 8)","(4, 13)","(12, 14)","(15, 13)"
22641,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(10, 3)","(1, 6)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
22642,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(10, 3)","(2, 9)","(1, 6)","(6, 13)","(12, 14)","(15, 13)"
22643,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(13, 4)","(7, 2)","(10, 3)","(3, 8)","(1, 4)","(4, 13)","(12, 14)","(15, 13)"
22644,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(13, 4)","(10, 3)","(1, 6)","(7, 2)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
22645,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(13, 4)","(10, 3)","(3, 8)","(7, 2)","(1, 4)","(4, 13)","(12, 14)","(15, 13)"
22646,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(13, 4)","(10, 3)","(7, 2)","(1, 4)","(3, 8)","(4, 13)","(12, 14)","(15, 13)"
22647,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(13, 4)","(10, 3)","(7, 2)","(1, 6)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
22648,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(13, 4)","(10, 3)","(7, 2)","(2, 9)","(1, 6)","(6, 13)","(12, 14)","(15, 13)"
22649,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 7)","(13, 4)","(10, 3)","(7, 2)","(3, 8)","(1, 4)","(4, 13)","(12, 14)","(15, 13)"
22650,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 9)","(10, 3)","(1, 6)","(12, 14)","(4, 13)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
22651,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 9)","(10, 3)","(1, 6)","(12, 14)","(6, 13)","(14, 12)","(4, 13)","(12, 14)","(15, 13)"
22652,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 9)","(10, 3)","(12, 14)","(1, 6)","(4, 13)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
22653,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 9)","(10, 3)","(12, 14)","(1, 6)","(6, 13)","(14, 12)","(4, 13)","(12, 14)","(15, 13)"
22654,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 9)","(10, 3)","(12, 14)","(4, 13)","(1, 6)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
22655,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 9)","(10, 3)","(12, 14)","(4, 13)","(14, 12)","(1, 6)","(6, 13)","(12, 14)","(15, 13)"
22656,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 9)","(12, 14)","(4, 13)","(10, 3)","(1, 6)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
22657,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 9)","(12, 14)","(4, 13)","(10, 3)","(14, 12)","(1, 6)","(6, 13)","(12, 14)","(15, 13)"
22658,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 9)","(12, 14)","(4, 13)","(14, 12)","(10, 3)","(1, 6)","(6, 13)","(12, 14)","(15, 13)"
22659,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 9)","(12, 14)","(10, 3)","(1, 6)","(4, 13)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
